Gene	gamma
GB45246	-0.174948691
GB44913	0.652120909
GB44912	0.550685787
GB45247	0.119128132
GB45248	1.547762138
GB44911	-0.679850793
GB44910	-0.265666856
GB45249	-0.364958838
GB44909	-0.232137658
GB45250	-0.788200993
GB44907	-0.029856907
GB45251	-0.636387304
GB45252	-0.331513904
GB44906	-0.780914287
GB44905	-0.979634728
GB45254	-0.136545289
GB44904	-0.39198653
GB44903	-0.70085091
GB45255	-0.274386405
GB44902	-0.128233595
GB45256	0.042638128
GB44901	-0.309133438
GB45257	-0.577017292
GB44900	-0.636191982
GB45258	0.642521862
GB45259	-0.283621701
GB45260	-0.71434124
GB44899	-0.652386562
GB45261	0.32706497
GB44898	-0.610434273
GB44897	0.178604634
GB44896	-0.52573296
GB45263	-0.829905607
GB44895	-0.33436694
GB45264	0.447179332
GB44894	0.191705929
GB44893	-0.159626995
GB45265	-0.354882321
GB44892	-0.410298074
GB45266	-0.648241158
GB44891	0.04858564
GB45267	-0.453023588
GB45269	-0.205489944
GB45270	-0.022059021
GB44890	0.158799974
GB44889	1.666172912
GB45271	-0.933767267
GB45272	0.417207639
GB45273	1.650576577
GB44888	0.644065754
GB45274	0.68822144
GB44886	-0.826920909
GB45275	-0.366432203
GB45277	1.818916239
GB45278	0.680740399
GB44885	-0.310439064
GB44884	-0.201730902
GB45279	0.715629008
GB45280	-0.386300215
GB45281	-0.932515875
GB44883	-0.316601627
GB45282	-0.140985055
GB44882	0.359553302
GB45283	0.252766792
GB44881	-0.683323965
GB45284	0.989409984
GB44880	-0.316379231
GB45285	-0.032616078
GB44879	0.112737872
GB44878	-0.352934526
GB45286	-0.341761782
GB44877	-0.307519028
GB45287	0.09085909
GB44876	0.497404361
GB45288	0.135478116
GB44875	-0.113020826
GB45291	-0.501183118
GB45292	1.562298742
GB44873	0.856670499
GB45293	-0.165502431
GB44871	-0.222952404
GB44870	-0.37743103
GB44869	-0.073502424
GB45294	0.154226142
GB45295	-0.381452843
GB44868	0.636990363
GB44867	0.031195227
GB45296	-0.273631079
GB44865	-0.742441538
GB45297	-0.088657337
GB45298	0.176260346
GB45299	0.559876941
GB45300	1.100099051
GB47253	-0.515283345
GB47254	1.682507828
GB47255	0.387008147
GB47256	0.153681783
GB47251	-0.055404682
GB47257	0.533249887
GB47258	-0.694886081
GB47250	-0.802463199
GB47249	-0.628599406
GB47248	0.314357971
GB47259	-0.153929255
GB47260	0.673895155
GB47247	-0.272399837
GB47245	0.233198677
GB47244	0.848540491
GB47243	0.492027323
GB47242	0.454255968
GB47262	-0.474214032
GB47263	-0.712309994
GB47241	0.410836961
GB47239	-0.31280437
GB47266	0.889554063
GB47238	-0.393755606
GB47237	0.130397578
GB47236	-0.642673502
GB47268	-0.473012083
GB47235	-0.482076508
GB47234	0.416913946
GB47233	0.068883873
GB47269	0.27038742
GB47232	-0.170441255
GB47270	-0.286334939
GB47271	-0.809148961
GB47231	-0.098114427
GB47272	-0.183168697
GB47230	0.043132977
GB47273	0.565110339
GB47274	0.056046871
GB47229	0.409779923
GB47275	-0.47503654
GB47277	-0.305178956
GB47278	0.135389024
GB47279	0.785152487
GB47227	-0.205390679
GB47280	-0.441537927
GB47281	-0.038837663
GB47283	-0.014851802
GB47226	-0.37389242
GB47284	-0.025457432
GB47285	0.116128774
GB47225	-0.568154058
GB47286	0.031929555
GB47289	-0.207497066
GB47290	-0.179291651
GB47292	-0.528621666
GB47224	0.302251669
GB47222	0.185290071
GB47221	-0.111032534
GB47220	-0.076775696
GB47219	-0.50944836
GB47295	1.643385694
GB47296	0.812921934
GB47297	0.245758576
GB47217	1.737768205
GB47299	2.446228002
GB47300	1.445676503
GB47301	0.983001788
GB47302	1.679473634
GB47303	2.551945167
GB47215	-0.26020899
GB47214	-0.583296414
GB47304	-0.1462871
GB47305	-0.61566989
GB47306	-0.505021702
GB47212	-0.490742537
GB47307	-0.545694521
GB47210	0.055810266
GB47209	-0.097482097
GB47208	-0.22452262
GB47308	-1.315700961
GB47207	0.134692545
GB47206	0.209236216
GB47309	-0.445674975
GB47205	-0.336481672
GB47204	-0.419522527
GB47310	-0.530566324
GB47203	-0.415791502
GB47311	-0.044648234
GB47202	-0.280073247
GB47201	-0.382765563
GB47313	-0.140653316
GB47314	-0.566120813
GB47315	0.246504328
GB47200	0.886967239
GB47199	-0.621389992
GB53505	2.286604625
GB53504	-0.233750394
GB53503	-0.568077954
GB53500	0.726174603
GB53506	-0.263030053
GB43517	0.069964925
GB43518	1.242331905
GB43519	-0.160712302
GB43516	0.828135967
GB43515	0.299209326
GB43514	0.305982646
GB43513	1.411774707
GB43512	-0.163220966
GB43511	0.646645452
GB43510	2.10312707
GB43509	0.545547186
GB43508	2.481707553
GB43507	0.344464253
GB43520	-0.063298502
GB43506	-0.206428542
GB43505	0.152016656
GB43504	-0.017434524
GB43503	0.216066312
GB43523	-0.452697722
GB43502	-0.404156572
GB43526	3.225263005
GB43501	0.012893411
GB43500	1.517750689
GB43499	0.307116114
GB43497	0.296842158
GB43527	-0.430370251
GB43529	-0.300468947
GB43496	0.001359314
GB43495	1.863109212
GB43494	-0.515654799
GB49833	2.070374607
GB49832	-0.051885529
GB49834	-0.791481943
GB49835	-0.001317915
GB49836	1.098254229
GB49831	-0.318283935
GB49837	-0.25874514
GB49830	-0.064981802
GB49838	0.186311713
GB49839	0.161195865
GB49829	0.098179344
GB49828	0.537076064
GB49827	0.032933788
GB49841	-0.392452748
GB49842	-0.400824616
GB49843	-0.195041451
GB49844	0.659153044
GB49826	1.488794736
GB49845	2.050939751
GB49825	-0.326004549
GB49846	0.135265087
GB54047	-0.601649788
GB54046	-0.232619907
GB54045	-0.474416202
GB54044	-0.470799372
GB54049	-0.289720004
GB54043	0.786173472
GB54042	0.436428227
GB54050	0.366267751
GB54041	-0.419134466
GB54051	0.61973394
GB54040	-0.464173544
GB54037	-0.443488662
GB54036	-0.144831985
GB54035	-0.92320722
GB54052	-0.6032143
GB54053	-0.371628389
GB54054	-0.483951078
GB54056	-0.134397965
GB54033	-0.696910939
GB54057	-0.602635513
GB54032	0.40890765
GB54058	-0.485385474
GB54031	-0.661429693
GB54059	-0.792888891
GB54030	-0.050507826
GB54061	-0.63621264
GB54062	-0.094503494
GB54065	-0.473990293
GB55056	-0.049829587
GB55057	0.462560421
GB55058	0.206182355
GB55059	-0.115898288
GB55054	-0.328387571
GB55053	-0.678472836
GB55052	0.203943266
GB55060	0.305898985
GB55051	0.565876197
GB49886	0.484982552
GB49887	1.177067363
GB49888	0.33235952
GB49885	3.051827988
GB49889	0.119149403
GB49890	-0.640191682
GB49891	0.322702862
GB49894	-0.627429812
GB49895	-0.001779884
GB49884	-0.315088859
GB49896	1.08383072
GB49883	-0.243133566
GB49897	1.042912789
GB49882	-0.541847062
GB49879	1.156561478
GB49878	1.021797686
GB49877	0.216986995
GB49876	-0.482340509
GB49875	0.996993991
GB49874	-0.095991425
GB49899	1.759610339
GB49900	0.629525331
GB49901	0.710062441
GB49902	0.742547945
GB49873	-0.03109262
GB49872	0.482627358
GB49871	0.37759678
GB49903	-0.185331492
GB49870	-0.003302273
GB49904	0.184559654
GB49869	0.009373516
GB49868	0.283023392
GB49866	-0.193354898
GB49905	0.243350919
GB49906	0.381882563
GB49907	0.323036188
GB49908	-0.014743953
GB49909	-0.189384772
GB49911	-0.16590816
GB49912	0.866349586
GB49913	-0.32922127
GB49914	0.376040949
GB49915	0.34503402
GB49864	1.151340983
GB49916	-0.734475362
GB49917	-1.430670293
GB49862	0.723291205
GB49861	-1.387108131
GB49860	-0.304086946
GB49918	1.295753497
GB49919	-0.093192097
GB49920	0.494992763
GB49921	0.924039108
GB49859	-0.015563406
GB49857	0.359326553
GB49922	-0.739432543
GB49923	-0.621351941
GB49924	0.079204567
GB49855	-0.270896443
GB49854	2.762438394
GB49853	0.424940586
GB49852	0.542736553
GB49925	-0.362029579
GB49851	0.30126265
GB49926	0.517528573
GB47790	-0.077122145
GB47791	1.883957062
GB47788	-0.108795652
GB47792	-0.662303322
GB47793	-0.844033481
GB47787	-0.148811072
GB47786	-0.454484388
GB47784	-0.35229206
GB47795	-0.842273826
GB47782	-0.269200859
GB47781	2.600502907
GB47796	0.162531909
GB47797	-0.135689867
GB47780	-0.278124341
GB47779	1.062615809
GB47777	0.322474436
GB47798	-0.117867897
GB47776	0.219298003
GB47799	0.572548171
GB47775	-0.659272583
GB47774	-0.278478737
GB47800	-0.15162555
GB47801	0.212074558
GB47802	-0.040435946
GB47803	0.79352328
GB47772	0.684142086
GB47804	0.186115954
GB47805	2.181621633
GB47771	0.736407388
GB47806	2.325235532
GB47807	1.149109326
GB47770	-0.141022184
GB47769	0.156367927
GB47808	2.738351293
GB47768	0.440640641
GB47767	0.223129466
GB47766	-0.4099978
GB53854	-0.551992734
GB53856	0.131555378
GB53857	0.375976512
GB53853	0.123016856
GB53859	0.525553631
GB53860	-0.323908647
GB53852	-0.035308738
GB53861	0.997791548
GB53862	1.452757248
GB53849	-0.044308347
GB53848	0.572512684
GB53847	0.280286901
GB53863	-0.389503764
GB53846	-0.266181431
GB53864	0.26817304
GB53865	1.474672906
GB53866	0.014791134
GB53867	1.032265999
GB53868	-0.305578667
GB53869	-0.364058964
GB53870	-0.244553854
GB40105	-0.486902816
GB40104	-0.258648166
GB40103	4.638130008
GB40106	-0.110842656
GB40102	-0.218134394
GB40107	0.407145584
GB40108	-0.037294933
GB40101	-0.011449007
GB40109	0.408398379
GB40110	0.283149463
GB40111	-0.686915147
GB40112	-0.640704565
GB40100	1.231594389
GB40113	0.447666217
GB40114	0.837183557
GB40098	0.461333483
GB40115	-0.114285943
GB40096	-0.205006546
GB40095	-0.108704327
GB40116	-0.658396169
GB40094	0.727513025
GB40093	-0.236464159
GB40092	-0.642327184
GB40117	-0.488664529
GB40118	1.332828051
GB40119	-0.14547392
GB40120	0.622578659
GB40121	0.140430567
GB40122	2.09014529
GB40123	0.335780806
GB40124	-0.111292646
GB40091	-0.164697494
GB40125	0.179308582
GB40126	1.176799258
GB40089	0.19576995
GB40088	-0.126923316
GB40127	0.102921283
GB40087	0.339381053
GB40128	-0.109305154
GB40129	-0.174069695
GB40130	0.637601204
GB40131	0.073674296
GB40086	0.503587536
GB40132	0.13522164
GB40133	0.477854259
GB40134	0.840107068
GB40135	0.63774979
GB40136	2.617988578
GB40137	1.577438514
GB40138	-0.168985078
GB40085	0.645061782
GB40139	1.06028107
GB40140	3.975933764
GB40084	0.149463616
GB40141	1.167958491
GB40083	-0.120830969
GB40082	-0.704932426
GB40142	1.211011335
GB40081	-0.753879785
GB40080	-0.260311433
GB40079	0.473102745
GB40078	-0.694994145
GB40143	-0.662380887
GB40077	1.363208813
GB40145	0.616957597
GB40076	-0.370951261
GB40075	0.30274824
GB40074	-0.861029285
GB40073	-0.235399555
GB40146	-0.547290667
GB40072	0.619817956
GB40071	-0.091378265
GB40070	0.119134755
GB40147	0.448555707
GB40148	1.2373726
GB40069	-0.643659267
GB40067	0.352151543
GB40066	-0.745251631
GB40065	-0.165563184
GB40150	-0.209903213
GB40064	1.324843795
GB40151	-0.32312134
GB40063	-0.124561813
GB40153	-0.55136102
GB40154	0.668894667
GB40155	-0.618828091
GB40061	0.134819323
GB40156	0.567510577
GB40157	1.135998538
GB40158	-0.193953637
GB40060	-0.410443914
GB40159	-0.68119816
GB40057	-0.262375195
GB40162	-0.309783797
GB40163	1.199279713
GB40164	0.213426201
GB40165	0.139570726
GB40056	0.210921342
GB40166	0.513604496
GB40167	-0.501532487
GB40168	0.870740421
GB40054	-0.464039389
GB40053	0.689262136
GB40169	0.528343621
GB40170	0.021678323
GB48006	0.046308232
GB48005	-0.2876716
GB48004	-0.635279744
GB48003	3.493749529
GB48007	-0.006067479
GB48002	-0.244161648
GB48001	0.278200331
GB47998	-0.3656973
GB48008	-0.149658179
GB47996	-0.838482116
GB48009	0.146836612
GB47995	0.308194369
GB47994	0.411160369
GB47993	-0.963587205
GB47992	1.140959732
GB47991	-0.027730584
GB48010	-0.649771671
GB47990	0.951239435
GB47988	0.579003148
GB47987	0.100881407
GB47986	0.326544306
GB47985	0.56416773
GB47984	2.198665341
GB47983	1.260272861
GB48011	0.331090171
GB50676	2.870533277
GB50677	-0.090798312
GB50675	0.016569053
GB50678	1.645977272
GB50674	0.35047467
GB50673	-0.434886943
GB50672	0.393182057
GB50679	-0.442269144
GB50671	3.042997831
GB50670	2.484215476
GB50669	0.739102941
GB50680	0.414423596
GB50681	-0.070691763
GB50683	0.519514538
GB50684	-1.017422798
GB50668	0.225994612
GB50685	-0.287469828
GB50686	0.047268042
GB50664	-0.679056477
GB50663	0.528760224
GB50662	1.163185041
GB50661	0.464925172
GB50688	0.079378972
GB50660	-0.960198539
GB50689	0.029341423
GB50658	0.489850172
GB50657	0.456817219
GB50656	0.540152281
GB50655	0.240944077
GB50654	1.917042051
GB50653	1.208971314
GB50690	0.64355403
GB50691	0.610704014
GB50652	0.086091034
GB50651	0.714934459
GB50692	0.330954786
GB50650	1.385529716
GB50648	0.102064568
GB50693	0.273728692
GB50647	1.022931551
GB50646	0.195660505
GB50694	-0.549187181
GB50695	-1.161372527
GB48249	0.891381197
GB48250	-0.056038846
GB48248	-0.001570281
GB48251	0.575246149
GB48247	0.360726637
GB48246	-0.418292408
GB48245	0.056240737
GB48252	0.09720503
GB48244	0.125803667
GB48243	0.152924784
GB48253	0.290636165
GB48254	0.205923507
GB48241	-0.120027685
GB48255	-0.445215542
GB48240	0.000869797
GB48256	-0.408735379
GB48239	-0.423984973
GB48238	0.991647369
GB48237	0.60598403
GB48235	0.738047454
GB48234	-0.174758239
GB48233	0.277299039
GB48258	1.464336992
GB48232	0.466756117
GB48231	-0.409250456
GB48230	-0.481301002
GB48259	-0.125653747
GB48229	0.029753824
GB48260	1.435343712
GB48228	0.265129507
GB48227	2.451327877
GB48225	0.032065938
GB48261	0.338738455
GB48262	0.343741041
GB48263	0.135813367
GB48264	-0.189048813
GB48224	-0.277040779
GB48265	-0.219852942
GB48266	-0.439612432
GB48223	-0.96167397
GB48222	-0.285500304
GB48268	-0.523317003
GB48220	-0.391299012
GB48219	-0.073622361
GB48269	0.850542121
GB48270	0.394867068
GB48217	0.110955748
GB48271	-0.263775022
GB48272	0.106908036
GB48273	-0.247537645
GB48274	-0.101035935
GB48216	0.401479964
GB48275	-0.359750354
GB48215	-0.654998418
GB48277	0.679522219
GB48278	-0.000742432
GB54754	1.243961771
GB54755	-0.145376357
GB54756	0.797284577
GB54753	0.194486355
GB54752	0.004653839
GB54758	0.644842075
GB54760	0.223451627
GB54751	-0.06606643
GB54750	0.069745524
GB54749	0.488173131
GB54762	0.964414298
GB54763	0.107036214
GB54764	0.032713643
GB54748	-0.076136018
GB54747	-0.273648223
GB54746	-0.026451211
GB54745	-0.338756041
GB54744	0.797451008
GB54765	0.219826294
GB54743	0.674943275
GB54766	0.222050956
GB54767	0.348654839
GB54742	-0.36925956
GB54741	0.204743369
GB54770	-0.346072394
GB54771	-0.237363794
GB54738	0.387021876
GB54773	0.084515099
GB54774	-0.565677283
GB54775	0.360101724
GB54776	-0.766795869
GB54777	0.558901444
GB54735	2.085059944
GB54778	0.176780094
GB54734	-0.36649953
GB54733	0.262857394
GB54732	1.051215081
GB54731	0.589485841
GB54779	-0.641389384
GB54780	-0.241745139
GB54729	0.23431988
GB54781	0.148774966
GB54728	1.090388144
GB54726	-0.182583048
GB54782	0.625147137
GB54783	-0.359573576
GB54725	0.976646567
GB54724	1.567881044
GB54784	-0.003823893
GB54723	-0.366684797
GB54722	-0.063822211
GB54785	-1.0831718
GB54786	-0.160677085
GB54787	0.718528023
GB54788	-0.163201372
GB54720	0.567962104
GB54719	0.924061502
GB54789	-0.069979963
GB54718	0.104985034
GB54717	-0.135252331
GB54716	0.099554507
GB54790	0.804458106
GB54715	0.323650509
GB54791	1.27904063
GB54714	0.439940393
GB52030	0.173245884
GB52031	0.871629625
GB52033	0.302511787
GB52034	0.151490203
GB52035	-0.35227876
GB52036	0.237187898
GB52029	0.220168182
GB52037	-0.122032798
GB52039	0.139337015
GB52028	0.000678211
GB52040	-0.172498617
GB52041	0.13621867
GB52042	0.16232441
GB52027	0.303929255
GB52026	0.147047379
GB52025	0.766645508
GB52024	-0.421230079
GB52043	0.536582331
GB52044	-0.037410981
GB52045	-0.192043638
GB52046	0.329804139
GB52023	2.099766488
GB52047	0.725092764
GB52049	-0.435477211
GB52022	-0.517003573
GB52021	0.665542762
GB52050	-0.385631641
GB52019	0.554234197
GB52018	-0.092160965
GB52052	0.750922463
GB52017	0.610421114
GB52053	0.893149238
GB52016	-0.638886891
GB52054	-0.000320241
GB52056	-0.369617696
GB52015	0.251210894
GB52014	0.938935938
GB52057	0.135608643
GB52013	-0.386458992
GB52058	-0.265983528
GB52012	-0.512034231
GB52011	0.075259831
GB52010	0.640564495
GB52059	-0.452374877
GB52060	-0.228413017
GB52009	-0.290995178
GB52061	0.413772275
GB52008	-0.335628841
GB52007	-0.350189543
GB52005	-0.066694735
GB52004	2.225651945
GB52063	0.960506126
GB52064	-0.41201322
GB52065	0.262058222
GB52002	1.436331753
GB52067	-0.41827012
GB52001	1.767496362
GB52068	-0.222627942
GB52000	0.35897166
GB52069	0.146358135
GB51999	0.942203893
GB51998	-0.684970406
GB51997	-0.414522239
GB52070	0.188246696
GB52071	0.074080238
GB52072	1.295057891
GB52073	0.93947903
GB52074	-0.573408173
GB52075	-0.127308582
GB52077	0.142148358
GB52078	0.443440832
GB51995	0.387714894
GB51994	-0.387540639
GB52079	0.157983894
GB52080	-0.785450556
GB52081	0.300437634
GB52082	-0.796950566
GB52084	0.658718919
GB51993	-0.485872952
GB52085	0.229497904
GB51991	-0.233569836
GB52086	0.588026995
GB52087	0.707460002
GB52089	-0.060365639
GB52090	0.128298974
GB51989	0.391281745
GB51988	-0.16721027
GB52091	0.195415461
GB51987	0.120904936
GB51986	-0.58389691
GB52093	0.340374879
GB52094	-0.029346877
GB52095	0.138061373
GB51985	5.419812812
GB52096	0.880710537
GB52097	-0.067073998
GB51984	0.430466311
GB51983	-0.498227304
GB52098	-0.668377914
GB52099	-0.170956482
GB52100	0.33253206
GB51979	-0.033401697
GB52101	0.219363016
GB51978	-0.184819364
GB52102	-0.249526289
GB51977	-0.191268353
GB52103	0.032833595
GB52104	0.874564808
GB52105	1.005508822
GB51973	0.162529137
GB52106	-0.42087606
GB51972	-0.714864095
GB52107	0.316635488
GB52108	0.961459734
GB52109	0.36776058
GB52110	-0.271815197
GB51970	-0.573505567
GB51969	-0.306326223
GB52111	-0.198069789
GB52112	-0.79514446
GB52113	0.098826854
GB52114	-0.14119774
GB52115	0.397469344
GB51968	-0.002104362
GB52116	0.242226106
GB52117	-0.0558023
GB52118	1.62893124
GB51967	-0.319864826
GB52119	0.181299367
GB51966	0.175809947
GB51965	-0.102440904
GB51964	0.063935504
GB51963	1.000255117
GB52120	-0.680493339
GB51962	-0.584209177
GB52122	0.538363494
GB52123	0.620827561
GB49353	-0.441141875
GB49354	-0.632092714
GB49355	-0.484691927
GB49352	0.005632525
GB49356	-0.723120244
GB49351	-0.173009118
GB49350	0.051742794
GB49357	-0.733610635
GB49349	-0.276511301
GB49358	0.273190696
GB49359	-0.061638993
GB49348	0.058286551
GB49361	0.183558602
GB49362	-0.231436186
GB49347	1.981663767
GB49346	-0.765569817
GB49345	-0.18490131
GB49363	1.102618569
GB49344	1.026433604
GB49364	-0.254895154
GB49343	-0.474827262
GB49365	-0.410002789
GB49342	0.277461573
GB49366	-0.078157802
GB49341	0.488342563
GB49340	-0.462962953
GB49368	0.192986188
GB49369	-0.213393938
GB49370	0.630757765
GB49339	-0.124985233
GB49371	0.24128442
GB49338	-0.555489995
GB49337	-0.165397748
GB49372	-0.246780513
GB49336	0.232830004
GB49373	-0.416230911
GB49333	-0.209365674
GB49332	-0.245854044
GB49331	0.638563249
GB49375	-0.053744431
GB49330	0.635903128
GB49376	-0.200901481
GB49329	-0.123196753
GB49377	0.089536613
GB49328	2.368915556
GB49327	0.742701868
GB49326	0.671060744
GB49380	1.05317124
GB49381	0.011924546
GB49382	-0.069910888
GB49383	-0.331352192
GB49325	0.301151628
GB49384	-0.137286192
GB49324	0.511346034
GB49323	2.679505225
GB49385	-0.05036716
GB49386	0.213666741
GB49388	-0.140176022
GB49322	0.923487134
GB49389	-0.612040977
GB49321	-0.122999326
GB49390	0.213379873
GB49391	1.000783891
GB49392	0.282281708
GB49320	0.010012243
GB49318	0.455025688
GB49393	0.303095018
GB49394	-0.123294182
GB49395	1.012324245
GB49396	2.116851321
GB49317	-0.490934344
GB49316	0.155528196
GB49397	1.016075508
GB49398	-0.092182898
GB49315	0.785516514
GB49399	-0.230186039
GB49313	-0.376571996
GB49400	0.278868876
GB49401	1.08463041
GB49402	-0.022024417
GB49403	-0.401081034
GB49312	-0.59836651
GB49404	0.663376097
GB49311	0.864156438
GB49405	-0.127244916
GB49309	-0.533100439
GB49406	-1.01293845
GB49407	-0.040526943
GB49408	-0.176713704
GB49409	0.076334582
GB49410	-0.600217659
GB49308	-0.201212772
GB49307	-0.2049371
GB49306	-0.129087728
GB49305	-0.576068388
GB49411	-0.815520484
GB49304	-0.436730759
GB49412	0.261963721
GB49303	-0.35655037
GB49413	-0.233951169
GB49301	-0.674911139
GB49299	-0.444461793
GB49414	-0.339918682
GB49298	-0.123108498
GB49415	-0.588203836
GB49297	-0.151691337
GB49416	0.502601923
GB49296	0.13895349
GB49417	-0.182761687
GB47359	-0.178137146
GB40661	-0.337874787
GB40662	0.689166444
GB40663	0.478481491
GB40664	1.034126134
GB40665	3.32857783
GB40666	4.207354911
GB40667	0.54601645
GB40668	1.751019192
GB40669	1.642670292
GB40670	0.577095897
GB40660	-0.012779853
GB40659	1.690802788
GB40658	0.754937748
GB40671	0.323636919
GB40657	-0.197169283
GB40672	0.032401632
GB40656	-0.114897679
GB40655	-0.107111253
GB40654	0.472766385
GB40673	0.114204178
GB40653	-0.220795943
GB40674	-0.045719825
GB40676	-0.100856762
GB40652	-0.016093403
GB40650	0.525598442
GB40678	2.185364105
GB40648	0.123824716
GB40679	-0.387371764
GB40647	0.088679685
GB40645	0.350844233
GB40644	-0.087482722
GB40642	-0.51071497
GB40641	-0.141656404
GB40681	2.401187961
GB40682	1.68471267
GB40640	0.076315928
GB40639	1.121776605
GB40683	1.829236986
GB40684	0.562354916
GB40685	-0.561035762
GB40686	0.351668958
GB40637	-0.205375286
GB40636	-0.314385256
GB40635	2.056846617
GB40687	0.835965311
GB40689	-0.078202888
GB40690	-0.32554025
GB40634	-0.688241254
GB40691	0.702518296
GB40633	-0.479938327
GB40692	-0.381175626
GB40632	-0.314223863
GB40693	-0.266753165
GB40694	-0.613639079
GB40695	0.289618258
GB40696	0.894445087
GB40697	-0.863368018
GB40629	0.037201109
GB40627	0.326424105
GB40699	0.81180636
GB40626	0.022902974
GB40700	0.239807748
GB40625	-0.103835536
GB40701	-0.386712036
GB40624	0.267623691
GB40622	0.007170862
GB40621	0.320439605
GB40702	-0.811413509
GB40620	-0.252286503
GB40619	0.708093147
GB40618	0.595458374
GB40617	1.236259421
GB40616	0.539809399
GB40615	0.88217932
GB40614	0.42590544
GB40611	0.247816706
GB40703	-0.133752849
GB40610	0.667876662
GB40609	1.47806698
GB40608	0.696183449
GB40607	-0.138312654
GB40606	-1.026512951
GB40605	-0.163254379
GB40604	0.39223293
GB40603	0.242256206
GB40602	-0.317945541
GB40600	-0.059739113
GB40704	0.099866899
GB40599	-0.134088104
GB40705	-0.220953309
GB40598	-0.311154523
GB40596	-0.542719528
GB40706	-0.152121693
GB40595	-0.325292304
GB40707	0.553210207
GB40708	0.417197301
GB40594	-0.188797225
GB40593	0.677341193
GB52546	-0.142181757
GB52547	0.094226912
GB52548	0.360613728
GB52549	0.051380387
GB52550	-0.321655018
GB52551	0.238263506
GB52552	-0.38825403
GB52543	0.537619478
GB52542	-0.449296825
GB52541	-0.420663562
GB52553	0.968523089
GB52540	-0.673759053
GB52555	0.448451719
GB52539	-0.25002937
GB52557	-0.068452629
GB52559	-0.1621653
GB52538	0.324505436
GB52537	-0.921449336
GB52560	-0.072732373
GB52536	-1.431198635
GB53610	-0.566595126
GB53611	-0.015442261
GB53613	-0.570278615
GB53614	-0.346285745
GB53609	-0.245566604
GB53607	-0.31984566
GB53615	-0.392437648
GB53616	-0.344502153
GB53617	-0.01503003
GB53618	0.324005275
GB53619	-0.101282155
GB53620	0.711387905
GB53621	1.297804097
GB53622	6.583293678
GB53623	1.598898337
GB53624	2.685145935
GB53625	0.15715696
GB53606	-0.267548259
GB53605	-0.132894459
GB53627	-0.184527739
GB47086	-0.277673921
GB47088	0.015547796
GB47084	-0.319473324
GB47082	-0.554766891
GB47081	0.185653656
GB47079	-0.192337778
GB47078	-0.594124679
GB47077	-0.647641261
GB47089	-0.477020317
GB47076	0.127657678
GB47075	0.076555855
GB47090	0.123169815
GB47073	0.53814161
GB41669	-0.510362255
GB41670	-0.428661629
GB41668	-0.111029654
GB41671	-0.001719497
GB41667	0.05784695
GB41672	0.184449469
GB41673	0.099607156
GB41674	-0.375253511
GB41676	0.221344408
GB41677	-0.14115155
GB41679	-0.252848345
GB41680	-0.183768757
GB41665	-0.287425915
GB41664	0.034390115
GB41663	-0.245873017
GB41681	0.212427617
GB41662	0.352117545
GB41684	4.061805766
GB41661	-0.077677976
GB41660	0.283401439
GB41659	1.186708202
GB41658	0.3642259
GB41657	0.198798193
GB41686	-0.23513325
GB41688	-0.617717166
GB41656	0.367292341
GB41689	0.111848741
GB41690	0.379713954
GB41654	-0.069833686
GB41691	-0.402651399
GB41653	0.52316228
GB41652	-0.218484916
GB41651	0.434348102
GB41692	-0.196588201
GB41650	-0.120105422
GB41649	0.267146262
GB41693	0.985878379
GB41648	0.358827473
GB41694	0.121128582
GB41647	-0.761268848
GB41695	-0.277652876
GB41646	-0.296441033
GB41697	0.583659739
GB41645	-0.094860841
GB41643	1.232644812
GB41698	0.006491753
GB41642	-0.318747557
GB41699	1.45903957
GB41700	0.129366503
GB41641	0.028663258
GB41640	-0.465994503
GB41701	0.859536455
GB41639	0.010616997
GB41703	-0.225957133
GB41704	0.47930643
GB41638	0.847980171
GB41637	0.335793979
GB41706	-0.297804387
GB41707	-0.196643924
GB41708	0.401876356
GB41636	-0.238618506
GB41710	0.725410415
GB41711	1.152279504
GB41635	1.35826911
GB41712	-0.021893443
GB41713	0.359883302
GB41634	0.898486309
GB41633	0.664941988
GB41714	0.728760374
GB41715	0.300517938
GB41632	0.10825765
GB41716	0.004785495
GB41631	0.315764528
GB41630	-0.675253556
GB41629	0.729500621
GB41628	1.071366582
GB41718	-0.048359692
GB41627	0.598572189
GB41626	0.583538941
GB41719	0.125920637
GB41625	0.470185457
GB41624	-0.069236886
GB41720	0.1568067
GB41623	1.346740292
GB41721	-0.122910521
GB41622	0.337435191
GB41621	0.728844867
GB41620	1.081522044
GB41619	-0.379927008
GB41722	0.500268078
GB41618	0.542373773
GB41723	1.372815464
GB41724	0.183765515
GB41617	1.148241479
GB41726	-0.040306679
GB41727	0.574725726
GB41616	1.598688256
GB41615	0.316297687
GB41613	-0.451146779
GB41730	-0.650593872
GB41731	0.292392658
GB41732	0.451883475
GB41611	0.346729517
GB41733	-0.482031869
GB41610	0.336336168
GB41734	-0.938301757
GB41609	0.106802379
GB41735	0.324812241
GB41736	-0.85234173
GB41608	0.391254157
GB41607	0.461961713
GB41737	0.057494749
GB41606	0.700769041
GB41604	0.085144897
GB41603	0.076248448
GB41738	-0.133099902
GB41739	-0.083459523
GB41740	-0.519952294
GB41602	0.347073512
GB41741	0.85293929
GB41742	5.481451183
GB41601	-0.553204344
GB41743	0.705976643
